person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Tatiana Mazilescu,tatianamazilescu,tatianamazilescu@kappa.ro,7461028040035,2019-07-09,"Aleea Ladislau Stancu, Sangeorgiu de Mures, 891356",0742 558 496,da:9e:66:e1:a4:1c,158.210.14.56,RO34SJNA2760242223806442,2025-04-08 18:02:04,3353,247,338,1460397,f4cca0cd-c23c-4908-b55e-f60c9f45530f
Teofil Albu,teofilalbu,teofilalbu@gmail.com,5780414073496,1926-02-15,"Soseaua Dobre Nr. 64 Bl. 44  Sc. 35 Ap. 106, Tufesti, 644136",0252 095 916,fc:53:38:1e:76:d6,108.18.5.90,RO96NMFB2832788147947372,2025-04-08 18:02:04,13146,554,36,90210,9a940686-9f98-4564-bfc4-55caea91f6c0
Mirela Nistor,mirelanistor,mirelanistor@kappa.ro,8290306523538,1919-10-30,"Aleea Voichița Dima Nr. 550, Avrig, 467937",0241 610 084,f0:19:e0:2f:75:cb,48.206.126.79,RO05TCBK0573695937210843,2025-04-08 18:02:04,3408,892,183,426966,26f7998b-143f-4836-9bc8-2b077a4b869b
Alex Cristea,alexcristea,alexcristea@141.ro,2380814425452,1977-05-28,"Soseaua Toma, Ramnicu Valcea, 770012",0268 184 506,c4:d5:d5:14:56:41,116.32.229.171,RO08MDBR8964160038692887,2025-04-08 18:02:04,24981,152,496,500229,295491af-5b76-4142-ad77-785790ca76c0
Stancu Preda,stancupreda,stancupreda@gmail.com,6100528158880,2018-05-27,"Aleea Diaconu, Corund, 978080",0772 945 367,de:54:33:26:37:13,107.8.93.35,RO06ESWB1594525818953916,2025-04-08 18:02:04,24473,242,689,1147682,1f730159-659d-423d-aba7-269bc27cfe48
Răzvan Georgescu,răzvangeorgescu,răzvangeorgescu@kappa.ro,6691228425698,1944-10-01,"Strada Lorena Nistor Nr. 25 Bl. 66  Sc. 19 Ap. 886, Marginea, 819168",0740 021 671,86:29:66:e4:2e:f7,168.202.174.6,RO92WNSS6589117784529706,2025-04-08 18:02:04,14359,97,260,1668740,e18153ce-4537-47c7-ab7d-762d23528ba2
Traian Mocanu,traianmocanu,traianmocanu@141.ro,2070503054052,2014-10-15,"Aleea Stănescu, Topoloveni, 597052",0746 799 745,4c:76:99:c4:ce:4a,42.220.213.88,RO77ZRDU5329948895778685,2025-04-08 18:02:04,10488,76,517,1159888,e55ec71d-7bf9-408d-b162-7e40b0d2e8f2
Felicia Dobre,feliciadobre,feliciadobre@141.ro,3481217016569,1969-11-19,"Intrarea Nistor, Buhusi, 118245",0769 538 901,1a:f3:e7:76:ac:be,190.23.142.160,RO68MMNS5622636319552437,2025-04-08 18:02:04,25435,974,228,800208,5be454ed-23f5-483a-b5e5-3e0aca8fbc9f
Cornelia Tabacu,corneliatabacu,corneliatabacu@acasa.ro,4120122314797,1976-04-24,"Soseaua Dima Nr. 47, Fieni, 980972",0732 139 166,aa:2d:72:ba:29:03,120.74.252.150,RO37GCRS1266029020906536,2025-04-08 18:02:04,21797,526,795,1445227,5382ccc6-3987-4270-86d3-b4b1064c10cc
Ghenadie Stan,ghenadiestan,ghenadiestan@post.ro,5381203098051,1954-09-12,"Soseaua Dorian Nistor, Strehaia, 924945",0255 814 843,fc:32:61:0f:1f:2c,128.114.156.238,RO82SVVO5548926707525354,2025-04-08 18:02:04,3243,625,303,1734617,6d2e5cbf-cb34-4e74-a927-0a082731cec9
Lelia Ene,leliaene,leliaene@post.ro,6710310168804,1912-01-23,"Strada Cristea Nr. 804 Bl. 55  Sc. 25 Ap. 216, Floresti, 775227",0740 070 605,44:10:b0:4a:71:60,79.75.216.215,RO42NZXX1814323569370409,2025-04-08 18:02:04,34458,94,576,1361455,4eaf2810-fc6f-4cdf-87f6-22ab6951730a
Flavia Stănescu,flaviastănescu,flaviastănescu@acasa.ro,7860822333819,1944-09-06,"Aleea Eftimie Nr. 47, Homocea, 572524",0257 552 385,78:0d:e2:e8:2f:a6,86.159.129.5,RO73USOJ5834964291187220,2025-04-08 18:02:04,29469,940,87,149699,37fcf455-cbcf-4795-a25b-517883712c44
Aida Dochioiu,aidadochioiu,aidadochioiu@zzup.ro,3190610235660,1958-12-10,"Strada Romanița Dochioiu, Ianca, 479198",0244 461 048,3e:21:b8:a2:6f:24,68.236.232.57,RO41YSQS7855737083215450,2025-04-08 18:02:04,3519,673,607,83976,46cc8a1d-9e76-4571-827a-4205ae970761
Silviana Dobre,silvianadobre,silvianadobre@zzup.ro,1451214246619,1949-11-22,"Bulevardul Popa Nr. 88, Fagetel (Remetea), 821900",0770 032 561,1e:0e:96:6a:89:da,159.198.33.44,RO55LHTN3714403693947634,2025-04-08 18:02:04,27135,174,86,1797014,eeadbc79-7b6e-4fe7-bd75-95a283eea777
Brăduț Tomescu,brăduțtomescu,brăduțtomescu@141.ro,8660513388078,1938-03-16,"Drumul Iulian Dobre Nr. 18, Baile Borsa, 163612",0238 735 048,ac:f0:9d:c3:1c:09,16.54.161.168,RO56TDTA8369674537342841,2025-04-08 18:02:04,14454,418,475,392601,3c415b0a-cf32-4c2f-88ad-22221d30416f
Emanuela Popa,emanuelapopa,emanuelapopa@141.ro,6430101381239,1958-01-13,"Strada Iasmina Cristea Nr. 520, Slobozia, 306892",0731 799 500,04:a1:35:e5:53:af,77.210.4.72,RO79MNXR7096516019390393,2025-04-08 18:02:04,383,302,40,460301,1632a3af-38ec-459b-92ea-a4345622af72
Haralamb Dinu,haralambdinu,haralambdinu@email.ro,6750914427802,2010-12-26,"Aleea Mădălin Marin, Copsa Mica, 596746",0248 187 140,f0:3e:b8:ac:91:d7,90.93.118.169,RO55MQOX8088163946641330,2025-04-08 18:02:04,22271,550,787,1212971,efb55a13-fcff-4114-afa1-e722d7d9529d
Sanda Cristea,sandacristea,sandacristea@141.ro,4091016450498,2015-01-10,"Drumul Ionescu Nr. 218 Bl. 57  Sc. 96 Ap. 192, Strejnicu, 366235",0772 202 747,56:2a:af:bc:e2:57,89.7.5.30,RO33YJVQ6086565525257554,2025-04-08 18:02:04,27342,772,34,1975309,6a5f6d7c-d336-4649-8e59-e3dce7ac3dbf
Olga Marin,olgamarin,olgamarin@email.ro,2380102311836,1912-12-07,"Soseaua Sabin Tomescu Nr. 17 Bl. 93  Sc. 94 Ap. 588, Pipera (Voluntari), 952448",0723 874 128,58:ee:44:00:9e:4e,46.178.79.207,RO42EMEX2998708460148727,2025-04-08 18:02:04,28433,750,32,1652380,da7890b4-6aa8-4878-880e-9d3105feb1a7
Lelia Manole,leliamanole,leliamanole@kappa.ro,1360230520044,1933-08-06,"Drumul Ene Nr. 762, Bocsa, 572734",0233 178 790,6c:a4:d8:82:f3:03,40.189.14.54,RO61DDME8499527297255869,2025-04-08 18:02:04,32185,633,7,14380,807ad898-4746-41a5-9863-58f1a619de18
Ciprian Pușcașu,ciprianpușcașu,ciprianpușcașu@zzup.ro,8920719147491,2008-08-16,"Soseaua Cristea Diaconescu Nr. 37 Bl. 13  Sc. 50 Ap. 881, Siria, 129883",0236 052 053,4c:59:7e:b7:ae:2a,70.40.102.33,RO38NYWU7919867060889012,2025-04-08 18:02:04,5608,88,320,1032397,55a39b24-7953-4845-b46f-a2f51fc9a93b
Fabian Tabacu,fabiantabacu,fabiantabacu@email.ro,3300210298891,1938-09-18,"Drumul Niță Nr. 642 Bl. 93  Sc. 79 Ap. 208, Nasaud, 602851",0234 824 309,ba:a3:cc:ee:55:c6,78.109.98.246,RO82EZAK2751255482209910,2025-04-08 18:02:04,5199,873,412,1944519,5d4dbb98-891f-4b8f-860d-029190f11c3d
Ladislau Dumitrescu,ladislaudumitrescu,ladislaudumitrescu@gmail.com,8810601420642,1923-04-21,"Aleea Nicoară Ene, Hunedoara, 419221",0727 119 579,18:c9:99:0c:57:c7,126.167.229.21,RO19GGVB5276727755646505,2025-04-08 18:02:04,19934,906,98,599415,6a54979e-9aa0-42bd-af9d-78740a920beb
Horia Dochioiu,horiadochioiu,horiadochioiu@gmail.com,2991006099591,1963-10-01,"Drumul Pușcașu Nr. 440 Bl. 96  Sc. 21 Ap. 245, Busteni, 834862",0742 723 694,f6:82:8e:8b:74:96,146.54.203.188,RO34DCHD2410703729632395,2025-04-08 18:02:04,8214,145,78,900256,9fb498ad-24b5-4dff-8ae0-db750d826eac
Iosif Florea,iosifflorea,iosifflorea@zzup.ro,6790715030411,1955-04-09,"Soseaua Aureliana Stan, Marginea, 907703",0788 678 199,ae:97:49:e4:9c:fb,99.255.119.123,RO88XYFD3187843488497720,2025-04-08 18:02:04,18839,392,691,86273,870d9426-5970-425d-a6ff-9ec86adcc7c1
Irinel Cristea,irinelcristea,irinelcristea@kappa.ro,4620427149437,1980-11-20,"Bulevardul Tabacu Nr. 307 Bl. 25  Sc. 10 Ap. 121, Talmaciu, 810147",0234 650 543,a4:72:44:19:a4:04,36.187.78.207,RO17TQLK2642531855580401,2025-04-08 18:02:04,9358,357,543,1806250,b05a9b86-b396-4e27-b32b-ce00fc97df23
Stanca Niță,stancaniță,stancaniță@zzup.ro,4710106241895,1937-04-27,"Drumul Ionescu Nr. 503, Cobadin, 979209",0753 444 088,be:30:2d:97:21:3f,74.201.91.95,RO09WEIZ4930560995161690,2025-04-08 18:02:04,10581,845,328,1056359,598ef385-2b9c-428e-b18a-a83c03f49571
Pavel Gheorghiu,pavelgheorghiu,pavelgheorghiu@email.ro,8580426279078,1998-04-02,"Intrarea Aurică Oprea Nr. 435 Bl. 11  Sc. 61 Ap. 534, Otelu Rosu, 213839",0720 098 220,d4:10:ac:77:f7:5d,92.226.18.112,RO20IWJM4104293638305846,2025-04-08 18:02:04,11005,24,47,1415054,06ea2335-8863-4ddc-80db-4a0056a52bc7
Ilinca Dochioiu,ilincadochioiu,ilincadochioiu@acasa.ro,5121227511635,2009-06-09,"Intrarea Iuliu Barbu, Boldesti-Scaeni, 262265",0243 422 971,d0:f4:54:eb:fe:db,8.249.2.174,RO44OKKA9734821186976840,2025-04-08 18:02:04,35535,380,753,1039198,08a59641-1df7-49e9-a3e8-c38a455be645
Ozana Georgescu,ozanageorgescu,ozanageorgescu@email.ro,8470809028301,1943-05-02,"Strada Diaconescu, Sadova, 179348",0770 402 441,22:36:98:63:c2:33,151.188.104.31,RO03BKFF7564333207699237,2025-04-08 18:02:04,25900,535,551,1756785,25943fbe-6f8d-4206-a3a9-d198e69ec717
Titus Dima,titusdima,titusdima@kappa.ro,3020720109245,1949-03-25,"Intrarea Alice Stancu Nr. 979, Beius, 884504",0764 748 653,9c:43:2e:3b:9d:07,16.61.245.158,RO83TNDB3122309448201013,2025-04-08 18:02:04,19494,997,444,1478424,2be5bb35-8304-4510-a9c1-c4c23596e0be
Octav Toma,octavtoma,octavtoma@email.ro,1001206087421,1909-05-28,"Strada Dinu Nr. 853, Dancu, 305224",0243 293 541,70:c8:7e:64:4a:c7,78.99.209.2,RO58LKNV3077382751559842,2025-04-08 18:02:04,9086,790,125,691743,515ffd80-1a42-4d5a-a1fc-e6a0e94b6d10
Viorica Preda,vioricapreda,vioricapreda@acasa.ro,5460305337041,1979-01-16,"Strada Cătălina Popescu Nr. 62, Bacau, 556471",0720 194 447,2e:37:35:0e:0d:2b,31.43.192.188,RO09UUFH4741474370883202,2025-04-08 18:02:04,12017,618,422,1591875,502a8fa8-1434-43c6-88b1-7bf302d03088
Geta Eftimie,getaeftimie,getaeftimie@acasa.ro,2351219340814,1945-06-09,"Intrarea Voinea Nr. 26, Tudora, 801736",0260 765 228,16:65:32:bc:0c:1a,95.232.76.72,RO03LFLI9896345414103936,2025-04-08 18:02:04,13605,309,300,1911420,227db8e7-56e0-4eac-8f3c-602836921662
Gina Diaconescu,ginadiaconescu,ginadiaconescu@kappa.ro,6800209302781,1970-08-14,"Aleea Nistor, Toplita, 289494",0239 634 667,a2:54:3c:9e:cb:4d,111.102.26.254,RO75SHYH3943291181110084,2025-04-08 18:02:04,27999,834,748,950821,820c9558-7818-4388-add5-0df0ea1752b6
Lorin Barbu,lorinbarbu,lorinbarbu@kappa.ro,1021111164306,2022-05-02,"Drumul Dumitrescu Nr. 265 Bl. 64  Sc. 76 Ap. 539, Videle, 248522",0739 302 430,aa:c9:da:c5:8e:f8,194.60.202.1,RO07RTHS6358693306885392,2025-04-08 18:02:04,18334,458,745,1982544,d156113c-be98-4822-a2e6-b1a3cf8c036c
Iacob Pușcașu,iacobpușcașu,iacobpușcașu@kappa.ro,2780213168243,1933-12-14,"Intrarea Lucian Dinu, Sabaoani, 703273",0243 940 844,78:3b:ff:df:4c:de,56.10.82.14,RO09ENEN4499679264107092,2025-04-08 18:02:04,16530,100,470,506209,073c3714-37a0-4323-9da8-b8e26a42e524
Doina Diaconu,doinadiaconu,doinadiaconu@zzup.ro,4180602258154,1988-05-12,"Bulevardul Aurică Gheorghiu Nr. 81, Zimnicea, 918800",0254 700 571,42:10:79:cb:65:88,66.104.137.178,RO26DYQI1408286164552603,2025-04-08 18:02:04,17660,544,447,772989,07f7be72-b4b1-487a-8da1-55c82b308221
Narcisa Mocanu,narcisamocanu,narcisamocanu@acasa.ro,7500821190251,1984-06-17,"Drumul Florea Nr. 61 Bl. 45  Sc. 21 Ap. 958, Cluj-Napoca, 573225",0241 590 465,36:3d:b9:db:c5:86,122.21.26.185,RO84PQMR1611514284662516,2025-04-08 18:02:04,10670,236,366,107018,5b6bce4e-293d-499c-a26f-3d89361a1f61
Codrina Mocanu,codrinamocanu,codrinamocanu@141.ro,8251029300797,1971-08-14,"Bulevardul Eftimie Nr. 49 Bl. 95  Sc. 38 Ap. 604, Braila, 121376",0767 627 650,cc:27:fa:b6:d2:3d,42.251.158.50,RO72ACBA7224392562622617,2025-04-08 18:02:04,32364,527,700,261771,073011e5-4304-4761-a843-e3de2c9592f8
Consuela Georgescu,consuelageorgescu,consuelageorgescu@141.ro,5890330262358,2005-07-17,"Strada Georgescu Nr. 213, Sadova, 725929",0254 611 719,3c:71:fd:45:8f:be,24.40.174.183,RO76WMDN6098345499881349,2025-04-08 18:02:04,27052,387,356,1401703,8a4ea728-db1c-4a07-9881-d0ebbf01a456
Valeria Manole,valeriamanole,valeriamanole@email.ro,4111214438132,1918-02-04,"Strada Margareta Georgescu Nr. 44, Botosani, 439850",0247 845 361,28:51:ec:9a:d3:77,110.254.74.100,RO71KTBS2641448467314011,2025-04-08 18:02:04,2020,729,237,1616474,cbb39155-7dd8-404a-b1ad-cc617e41dbf7
Măriuca Stănescu,măriucastănescu,măriucastănescu@acasa.ro,2320818430655,1977-10-16,"Aleea Suciu Nr. 889 Bl. 63  Sc. 75 Ap. 361, Cisnadie, 725769",0232 367 623,4c:0f:b2:a8:fc:33,55.3.31.247,RO62TLKZ2566790148942301,2025-04-08 18:02:04,30332,375,713,979372,ba80de5e-edb2-4a4a-8f1b-400d82e30db9
Luca Eftimie,lucaeftimie,lucaeftimie@acasa.ro,7870803209629,2023-11-02,"Bulevardul Florea Nr. 963 Bl. 69  Sc. 10 Ap. 252, Gherla, 511932",0252 852 347,74:20:41:03:4e:6a,89.181.116.152,RO25IQKG2810549909688060,2025-04-08 18:02:04,16921,354,173,589072,98cd2125-4617-48dc-bee7-2b335facf409
Paraschiva Diaconu,paraschivadiaconu,paraschivadiaconu@zzup.ro,7211107458840,1934-10-19,"Bulevardul Albu Nr. 291, Cluj-Napoca, 578256",0766 090 029,4a:44:16:8e:7f:5f,198.236.127.68,RO52MTIX0513426376765773,2025-04-08 18:02:04,26119,804,516,593959,d8eba410-dec4-4891-94ef-b62f1fb837f1
Dochia Stănescu,dochiastănescu,dochiastănescu@post.ro,2470814380119,1978-08-25,"Strada Blanduzia Ardelean Nr. 29 Bl. 89  Sc. 49 Ap. 798, Beius, 962021",0763 741 694,7c:91:23:0f:d3:6b,24.190.58.51,RO77OWBC3579570690081258,2025-04-08 18:02:04,30193,448,702,1852622,b7ae07fa-9efa-4731-94f4-519bbf8c969f
Iasmina Aanei,iasminaaanei,iasminaaanei@gmail.com,1450304282036,1995-12-20,"Strada Popa, Codlea, 200486",0770 431 317,36:c7:d5:a2:0e:98,58.124.147.37,RO61SUGB7328885749549204,2025-04-08 18:02:04,17796,961,584,1767945,750f07ec-b086-4efa-95ce-7dce10f5dab1
Daiana Cristea,daianacristea,daianacristea@acasa.ro,4731127245041,1959-01-28,"Drumul Dinu, Husi, 520095",0759 567 649,ec:6b:d7:87:76:16,168.94.123.180,RO78SQGJ4025999787171174,2025-04-08 18:02:04,6905,491,459,1046900,5f5f58ad-fc79-4202-a3d3-8eaf52e6b5f2
Teohari Popescu,teoharipopescu,teoharipopescu@gmail.com,1780318047821,1925-03-08,"Aleea Florea, Chisineu-Cris, 581639",0234 558 980,c8:2b:94:e0:d1:fd,222.86.63.147,RO41SLMX4672211780315784,2025-04-08 18:02:04,28880,258,588,320691,e0a877d4-1983-45f8-bfb5-7f8de67eec63
Octaviu Diaconescu,octaviudiaconescu,octaviudiaconescu@gmail.com,2821217070072,1969-07-07,"Intrarea Jean Nemeș, Botosani, 628967",0240 617 931,b6:46:2a:9f:04:1f,186.32.208.109,RO29DBTP1947538663581942,2025-04-08 18:02:04,25499,700,637,1342833,2b2142b9-5e05-48c2-ada2-60c8cfb9dc80
Betina Ioniță,betinaioniță,betinaioniță@email.ro,2660327088435,1953-01-08,"Drumul Ducu Dochioiu, Focsani, 276798",0720 679 580,4c:3d:d6:df:c4:22,163.45.251.227,RO13BSTE2354387634068029,2025-04-08 18:02:04,17486,384,234,1440628,bb08bd96-403c-45c1-99c9-d1b9640a0a27
Alistar Diaconescu,alistardiaconescu,alistardiaconescu@acasa.ro,4340715237771,1988-09-13,"Bulevardul Pușcașu, Gaesti, 519067",0711 891 366,26:d2:6b:0e:3f:8f,200.156.154.160,RO43YRFD2789203143768435,2025-04-08 18:02:04,8559,572,642,670155,21e56996-038b-4fa6-ac63-1f062aae360a
Haralamb Stănescu,haralambstănescu,haralambstănescu@141.ro,8611130232533,1989-04-30,"Intrarea Dinu Nr. 26, Toplita, 598075",0767 909 027,1c:52:b0:90:47:13,66.181.23.249,RO61BQFR8064822849138404,2025-04-08 18:02:04,2490,883,82,1858285,01928eb9-2093-42f3-b3c6-297a4c6e37e1
Laurian Pop,laurianpop,laurianpop@email.ro,3470921330043,1919-10-15,"Strada Tudora Albu Nr. 214, Sinaia, 713911",0256 523 315,9c:23:be:c3:dc:71,72.228.27.154,RO43QEUC9070999307447892,2025-04-08 18:02:04,26578,319,21,1113512,300ad2f9-534f-479f-a42e-814d1ef2f131
Dorinel Stoica,dorinelstoica,dorinelstoica@141.ro,4471022438555,1949-04-12,"Aleea Preda Nr. 409 Bl. 56  Sc. 52 Ap. 624, Sangeorz-Bai, 223372",0763 336 412,b2:bc:c6:74:7c:a8,128.211.27.226,RO83MJBA0044937141440042,2025-04-08 18:02:04,31718,118,723,863583,44c2833b-f456-4263-9ad5-f00ac2a8b58b
Vlădelina Ionescu,vlădelinaionescu,vlădelinaionescu@kappa.ro,1380117433238,1979-05-13,"Soseaua Diaconu Nr. 88, Falticeni, 812308",0743 273 787,32:86:f2:8f:d7:27,87.101.186.220,RO79JFMI7898975076674747,2025-04-08 18:02:04,1664,438,360,335798,d510f0ef-0c81-4f8b-af6d-4ae356256583
Sonia Barbu,soniabarbu,soniabarbu@kappa.ro,7941107046808,1943-10-29,"Drumul Ionescu Nr. 73, Savinesti (Poiana Teiului), 774198",0739 016 939,ca:c1:78:42:b4:ba,7.50.46.180,RO05SRLK2306889219944488,2025-04-08 18:02:04,21061,478,555,1044196,0a453a9f-32aa-4c5d-9bbe-b82b8f5e1fe6
Ruxandra Barbu,ruxandrabarbu,ruxandrabarbu@post.ro,1920324063681,1988-09-25,"Intrarea Dochioiu, Uricani, 183990",0264 623 126,ea:ac:29:28:42:7d,1.106.225.206,RO43XPCU6830689190538955,2025-04-08 18:02:04,33987,624,326,1450802,2ced17c2-6a42-4d6c-af1f-26c675a0ecf9
Iancu Stancu,iancustancu,iancustancu@email.ro,6860429381111,1991-12-23,"Intrarea Popescu, Buzau, 634969",0241 083 452,06:00:f4:1d:f8:32,22.160.204.90,RO23YPGZ2036095751806265,2025-04-08 18:02:04,10577,614,165,24876,0101117f-4082-4deb-a223-b8c21597b34c
Lorena Dobre,lorenadobre,lorenadobre@post.ro,1400722301208,1985-04-07,"Bulevardul Pop Nr. 39 Bl. 60  Sc. 56 Ap. 347, Poienile de sub Munte, 788716",0762 625 061,16:9b:5d:7e:19:46,61.130.237.36,RO95IFJW7841926828520064,2025-04-08 18:02:04,25608,383,233,454830,77b537a5-28bb-4388-967e-d172ba43fe35
Dominic Preda,dominicpreda,dominicpreda@141.ro,6700105423642,1961-10-12,"Aleea Barbu, Ineu, 762671",0262 609 562,14:0f:2b:d6:9a:f0,54.95.50.211,RO52MWUE0678842713976865,2025-04-08 18:02:04,24982,493,770,1593232,f78452cb-ee01-4a17-a84c-e1b9b5cefaa8
Tinca Dima,tincadima,tincadima@141.ro,2750920178281,1934-07-23,"Bulevardul Tabacu Nr. 51 Bl. 35  Sc. 45 Ap. 236, Ovidiu, 916115",0740 070 600,d8:65:47:74:83:fd,193.29.160.129,RO95MZUW6463863230746139,2025-04-08 18:02:04,27141,837,641,1621472,01b2c46c-93a6-498b-9ce5-ba401b8e101c
Tinca Tudor,tincatudor,tincatudor@zzup.ro,4621018437353,1992-08-13,"Aleea Ardelean, Gherla, 722809",0752 565 053,76:1b:20:68:73:8a,109.50.209.238,RO16GRWC7798020410754812,2025-04-08 18:02:04,13401,868,700,792962,5cce194e-028c-4b38-9920-dfe5b667cec3
Maximilian Marin,maximilianmarin,maximilianmarin@post.ro,2851118177372,1909-06-20,"Soseaua Oprea, Resita, 644632",0759 272 667,a4:58:07:ec:67:cd,25.232.90.169,RO33TYVG2366038779555726,2025-04-08 18:02:04,16191,536,228,822426,60132564-1bf1-4b40-8775-1a04fff941cb
Dina Tudor,dinatudor,dinatudor@acasa.ro,5790622159409,1972-03-02,"Soseaua Tomescu, Medias, 832345",0770 984 194,32:05:19:66:ab:65,218.218.114.23,RO53ANAB0740021986092106,2025-04-08 18:02:04,886,725,734,1984825,9f755b3f-a2b9-4ded-91e1-3fa9e9cec65b
Dorel Mazilescu,dorelmazilescu,dorelmazilescu@zzup.ro,8120922262281,1956-02-12,"Bulevardul Nistor, Savinesti, 439496",0241 304 089,5c:8a:1f:ce:98:7e,219.216.158.165,RO23YIXJ6540113830155099,2025-04-08 18:02:04,30169,373,14,1707945,55b0b43b-ce83-42c1-b990-f62157ee7aed
Teea Tudor,teeatudor,teeatudor@post.ro,3300422317317,1911-05-09,"Drumul Pamela Tudor Nr. 99 Bl. 48  Sc. 37 Ap. 911, Dumbraveni, 658305",0736 174 552,92:c6:d5:e7:50:48,147.186.116.243,RO74NSBZ1224708293082536,2025-04-08 18:02:04,24590,780,277,699008,e0725e46-f07d-487e-bc00-80175d8601a7
Olimpia Albu,olimpiaalbu,olimpiaalbu@141.ro,3841203319011,1965-05-13,"Aleea Albu Nr. 83 Bl. 37  Sc. 53 Ap. 817, Busteni, 317662",0780 006 791,ae:2c:8f:93:4b:91,113.212.29.131,RO06TJYL9131901857410132,2025-04-08 18:02:04,13925,958,162,162067,d537b3b9-bda3-4cf0-bc20-826e804825e6
Bianca Stănescu,biancastănescu,biancastănescu@gmail.com,4720709522851,2014-12-24,"Bulevardul Diaconu, Tuzla, 561811",0264 241 093,16:48:72:e7:20:df,197.160.58.99,RO43IMGS5839537532498277,2025-04-08 18:02:04,35196,973,18,1814967,eba384f0-4655-4b8a-ae2d-e9f08d852ae1
Cezara Pop,cezarapop,cezarapop@acasa.ro,3330610084950,1986-06-12,"Aleea Nemeș Nr. 20, Codlea, 758859",0231 525 257,10:cb:18:51:4e:bd,119.119.241.154,RO48AKST6014261680931705,2025-04-08 18:02:04,26630,254,86,1048907,cc1c6a39-0c88-45c9-ba6a-8349ac9d1f59
Andrian Tudor,andriantudor,andriantudor@141.ro,3120712296692,1915-04-27,"Strada Adam Stănescu, Podu Iloaiei, 188872",0264 645 855,34:a9:75:07:2f:19,203.193.148.227,RO93NORS9915717489325489,2025-04-08 18:02:04,35937,25,588,1548298,1fa522d8-0e6d-4323-835c-38a5a4679955
Nicolae Nistor,nicolaenistor,nicolaenistor@141.ro,2370803240188,1915-01-15,"Aleea Gheorghiu Nr. 75 Bl. 60  Sc. 39 Ap. 941, Cornetu, 297286",0771 500 177,28:7f:aa:7d:fb:df,213.191.184.232,RO21VSSJ4114956792439485,2025-04-08 18:02:04,17122,451,369,689711,7ffe7d5c-4e5f-4862-b4d7-3bddb8147d9f
Dorel Pușcașu,dorelpușcașu,dorelpușcașu@email.ro,5100501348266,2015-07-28,"Intrarea Stana Toma Nr. 60 Bl. 78  Sc. 38 Ap. 455, Voluntari, 760020",0236 233 519,cc:52:6d:ff:de:c9,71.182.175.166,RO91KRMM4409511999053569,2025-04-08 18:02:04,9215,525,500,1566400,6002708f-94af-4577-af91-c44887e52780
Pamfil Niță,pamfilniță,pamfilniță@gmail.com,8000217363974,1919-11-07,"Bulevardul Romulus Nistor Nr. 38 Bl. 85  Sc. 45 Ap. 313, Cluj-Napoca, 138774",0760 645 814,8c:c2:34:ad:a0:f8,168.248.101.71,RO78HGDR9661471781558746,2025-04-08 18:02:04,14014,462,703,1922564,e7d1ee1f-daad-4583-bdd3-edc621dc94cf
Zaharia Dumitrescu,zahariadumitrescu,zahariadumitrescu@kappa.ro,2571028391534,1992-10-03,"Bulevardul Cristea Dochioiu Nr. 237 Bl. 36  Sc. 64 Ap. 762, Oravita, 379581",0733 093 578,aa:02:60:2c:35:6b,148.62.206.144,RO96RUQV5026711989582047,2025-04-08 18:02:04,1039,34,361,1345966,06772fe2-f312-41c7-9a1b-d62dc7c2c68e
Veronica Cristea,veronicacristea,veronicacristea@zzup.ro,5500806423734,1933-01-23,"Soseaua Dobre Nr. 53 Bl. 14  Sc. 78 Ap. 486, Lugoj, 919351",0788 611 627,b0:b2:db:a4:38:02,51.106.40.144,RO77QMRT4683715982033756,2025-04-08 18:02:04,22332,910,534,1321540,c13365fc-ed16-434c-a437-e7c2d86c99ae
Lică Diaconescu,licădiaconescu,licădiaconescu@acasa.ro,5580423313576,1994-05-12,"Soseaua Ivona Mocanu Nr. 79, Valea Caselor (Dragasani), 205831",0728 275 129,92:4f:fe:8e:dd:bd,139.150.235.166,RO13HWFI8895038614773993,2025-04-08 18:02:04,10700,315,286,708177,878bc870-fc19-4ec7-a34d-136906c86937
Avram Marin,avrammarin,avrammarin@acasa.ro,5551229288691,1991-08-05,"Drumul Aanei, Peris, 507729",0262 749 187,48:3e:7c:a9:2d:7e,60.67.123.69,RO84XEHH9806394505472131,2025-04-08 18:02:04,4011,322,345,602066,ec877d36-aafe-48e8-8821-afa48914737a
Ilarion Dumitrescu,ilariondumitrescu,ilariondumitrescu@zzup.ro,8260928362441,1954-05-29,"Soseaua Adela Suciu Nr. 19 Bl. 47  Sc. 37 Ap. 461, Targu Jiu, 524526",0244 470 452,e8:7f:8c:4c:f6:0c,2.139.113.87,RO21YESR8626908286418004,2025-04-08 18:02:04,30808,473,758,252571,c98f2acb-9332-449e-8c71-a79f537f38ee
Natalia Diaconu,nataliadiaconu,nataliadiaconu@kappa.ro,4980521379371,1918-10-13,"Drumul Stancu Nr. 68 Bl. 49  Sc. 66 Ap. 278, Busteni, 702963",0786 772 535,e6:99:e1:17:19:90,156.206.218.65,RO37NOPO7349177441986263,2025-04-08 18:02:04,14054,714,144,233881,cf96b165-d6de-449d-aba5-296bf4017fea
